huc12_id_AZ,year,tecuftot_mgd_AZ,tecufgw_mgd_AZ,tecufsw_mgd_AZ,huc12_id_CA,year,tecuftot_mgd_CA,tecufgw_mgd_CA,tecufsw_mgd_CA,huc12_id_FL,year,tecuftot_mgd_FL,tecufgw_mgd_FL,tecufsw_mgd_FL,huc12_id_IL,year,tecuftot_mgd_IL,tecufgw_mgd_IL,tecufsw_mgd_IL,huc12_id_MD,year,tecuftot_mgd_MD,tecufgw_mgd_MD,tecufsw_mgd_MD,huc12_id_ME,year,tecuftot_mgd_ME,tecufgw_mgd_ME,tecufsw_mgd_ME,huc12_id_SD,year,tecuftot_mgd_SD,tecufgw_mgd_SD,tecufsw_mgd_SD,huc12_id_TX,year,tecuftot_mgd_TX,tecufgw_mgd_TX,tecufsw_mgd_TX,huc12_id_UT,year,tecuftot_mgd_UT,tecufgw_mgd_UT,tecufsw_mgd_UT,huc12_id_WA,year,tecuftot_mgd_WA,tecufgw_mgd_WA,tecufsw_mgd_WA
1.50501E+11,2020,0,0,0,1.80701E+11,2020,0,0,0,31001010801,2020,0,0,0,71401060302,2020,0,0,0,20600060101,2020,0,0,0,10400010102,2020,0,0,0,1.01301E+11,2020,0,0,0,1.20902E+11,2020,0,0,0,1.60201E+11,2020,0,0,0,1.702E+11,2020,0,0,0
1.50501E+11,2008,0,0,0,1.80701E+11,2008,0,0,0,31002020101,2008,0,0,0,71401060303,2008,0,0,0,20600060103,2008,0,0,0,10400010104,2008,0,0,0,1.01301E+11,2008,0,0,0,1.20902E+11,2008,0,0,0,1.60201E+11,2008,0,0,0,1.702E+11,2008,0,0,0
1.50501E+11,2009,0,0,0,1.80701E+11,2009,0,0,0,31002020101,2009,0,0,0,71401060303,2009,0,0,0,20600060103,2009,0,0,0,10400010104,2009,0,0,0,1.01301E+11,2009,0,0,0,1.20902E+11,2009,0,0,0,1.60201E+11,2009,0,0,0,1.702E+11,2009,0,0,0
1.50501E+11,2010,0,0,0,1.80701E+11,2010,0,0,0,31002020101,2010,0,0,0,71401060303,2010,0,0,0,20600060103,2010,0,0,0,10400010104,2010,0,0,0,1.01301E+11,2010,0,0,0,1.20902E+11,2010,0,0,0,1.60201E+11,2010,0,0,0,1.702E+11,2010,0,0,0
1.50501E+11,2011,0,0,0,1.80701E+11,2011,0,0,0,31002020101,2011,0,0,0,71401060303,2011,0,0,0,20600060103,2011,0,0,0,10400010104,2011,0,0,0,1.01301E+11,2011,0,0,0,1.20902E+11,2011,0,0,0,1.60201E+11,2011,0,0,0,1.702E+11,2011,0,0,0
1.50501E+11,2012,0,0,0,1.80701E+11,2012,0,0,0,31002020101,2012,0,0,0,71401060303,2012,0,0,0,20600060103,2012,0,0,0,10400010104,2012,0,0,0,1.01301E+11,2012,0,0,0,1.20902E+11,2012,0,0,0,1.60201E+11,2012,0,0,0,1.702E+11,2012,0,0,0
1.50501E+11,2013,0,0,0,1.80701E+11,2013,0,0,0,31002020101,2013,0,0,0,71401060303,2013,0,0,0,20600060103,2013,0,0,0,10400010104,2013,0,0,0,1.01301E+11,2013,0,0,0,1.20902E+11,2013,0,0,0,1.60201E+11,2013,0,0,0,1.702E+11,2013,0,0,0
1.50501E+11,2014,0,0,0,1.80701E+11,2014,0,0,0,31002020101,2014,0,0,0,71401060303,2014,0,0,0,20600060103,2014,0,0,0,10400010104,2014,0,0,0,1.01301E+11,2014,0,0,0,1.20902E+11,2014,0,0,0,1.60201E+11,2014,0,0,0,1.702E+11,2014,0,0,0
1.50501E+11,2015,0,0,0,1.80701E+11,2015,0,0,0,31002020101,2015,0,0,0,71401060303,2015,0,0,0,20600060103,2015,0,0,0,10400010104,2015,0,0,0,1.01301E+11,2015,0,0,0,1.20902E+11,2015,0,0,0,1.60201E+11,2015,0,0,0,1.702E+11,2015,0,0,0
1.50501E+11,2016,0,0,0,1.80701E+11,2016,0,0,0,31002020101,2016,0,0,0,71401060303,2016,0,0,0,20600060103,2016,0,0,0,10400010104,2016,0,0,0,1.01301E+11,2016,0,0,0,1.20902E+11,2016,0,0,0,1.60201E+11,2016,0,0,0,1.702E+11,2016,0,0,0
1.50501E+11,2017,0,0,0,1.80701E+11,2017,0,0,0,31002020101,2017,0,0,0,71401060303,2017,0,0,0,20600060103,2017,0,0,0,10400010104,2017,0,0,0,1.01301E+11,2017,0,0,0,1.20902E+11,2017,0,0,0,1.60201E+11,2017,0,0,0,1.702E+11,2017,0,0,0
1.50501E+11,2018,0,0,0,1.80701E+11,2018,0,0,0,31002020101,2018,0,0,0,71401060303,2018,0,0,0,20600060103,2018,0,0,0,10400010104,2018,0,0,0,1.01301E+11,2018,0,0,0,1.20902E+11,2018,0,0,0,1.60201E+11,2018,0,0,0,1.702E+11,2018,0,0,0
1.50501E+11,2019,0,0,0,1.80701E+11,2019,0,0,0,31002020101,2019,0,0,0,71401060303,2019,0,0,0,20600060103,2019,0,0,0,10400010104,2019,0,0,0,1.01301E+11,2019,0,0,0,1.20902E+11,2019,0,0,0,1.60201E+11,2019,0,0,0,1.702E+11,2019,0,0,0
1.50501E+11,2020,0,0,0,1.80701E+11,2020,0,0,0,31002020101,2020,0,0,0,71401060303,2020,0,0,0,20600060103,2020,0,0,0,10400010104,2020,0,0,0,1.01301E+11,2020,0,0,0,1.20902E+11,2020,0,0,0,1.60201E+11,2020,0,0,0,1.702E+11,2020,0,0,0
1.50501E+11,2008,0,0,0,1.80701E+11,2008,0,0,0,31002030101,2008,0,0,0,71401060304,2008,0,0,0,20600060104,2008,0,0,0,10400010108,2008,0,0,0,1.01301E+11,2008,0,0,0,1.20902E+11,2008,0,0,0,1.60201E+11,2008,0,0,0,1.702E+11,2008,0,0,0
1.50501E+11,2009,0,0,0,1.80701E+11,2009,0,0,0,31002030101,2009,0,0,0,71401060304,2009,0,0,0,20600060104,2009,0,0,0,10400010108,2009,0,0,0,1.01301E+11,2009,0,0,0,1.20902E+11,2009,0,0,0,1.60201E+11,2009,0,0,0,1.702E+11,2009,0,0,0
1.50501E+11,2010,0,0,0,1.80701E+11,2010,0,0,0,31002030101,2010,0,0,0,71401060304,2010,0,0,0,20600060104,2010,0,0,0,10400010108,2010,0,0,0,1.01301E+11,2010,0,0,0,1.20902E+11,2010,0,0,0,1.60201E+11,2010,0,0,0,1.702E+11,2010,0,0,0
1.50501E+11,2011,0,0,0,1.80701E+11,2011,0,0,0,31002030101,2011,0,0,0,71401060304,2011,0,0,0,20600060104,2011,0,0,0,10400010108,2011,0,0,0,1.01301E+11,2011,0,0,0,1.20902E+11,2011,0,0,0,1.60201E+11,2011,0,0,0,1.702E+11,2011,0,0,0
1.50501E+11,2012,0,0,0,1.80701E+11,2012,0,0,0,31002030101,2012,0,0,0,71401060304,2012,0,0,0,20600060104,2012,0,0,0,10400010108,2012,0,0,0,1.01301E+11,2012,0,0,0,1.20902E+11,2012,0,0,0,1.60201E+11,2012,0,0,0,1.702E+11,2012,0,0,0
1.50501E+11,2013,0,0,0,1.80701E+11,2013,0,0,0,31002030101,2013,0,0,0,71401060304,2013,0,0,0,20600060104,2013,0,0,0,10400010108,2013,0,0,0,1.01301E+11,2013,0,0,0,1.20902E+11,2013,0,0,0,1.60201E+11,2013,0,0,0,1.702E+11,2013,0,0,0
1.50501E+11,2014,0,0,0,1.80701E+11,2014,0,0,0,31002030101,2014,0,0,0,71401060304,2014,0,0,0,20600060104,2014,0,0,0,10400010108,2014,0,0,0,1.01301E+11,2014,0,0,0,1.20902E+11,2014,0,0,0,1.60201E+11,2014,0,0,0,1.702E+11,2014,0,0,0
1.50501E+11,2015,0,0,0,1.80701E+11,2015,0,0,0,31002030101,2015,0,0,0,71401060304,2015,0,0,0,20600060104,2015,0,0,0,10400010108,2015,0,0,0,1.01301E+11,2015,0,0,0,1.20902E+11,2015,0,0,0,1.60201E+11,2015,0,0,0,1.702E+11,2015,0,0,0
1.50501E+11,2016,0,0,0,1.80701E+11,2016,0,0,0,31002030101,2016,0,0,0,71401060304,2016,0,0,0,20600060104,2016,0,0,0,10400010108,2016,0,0,0,1.01301E+11,2016,0,0,0,1.20902E+11,2016,0,0,0,1.60201E+11,2016,0,0,0,1.702E+11,2016,0,0,0
1.50501E+11,2017,0,0,0,1.80701E+11,2017,0,0,0,31002030101,2017,0,0,0,71401060304,2017,0,0,0,20600060104,2017,0,0,0,10400010108,2017,0,0,0,1.01301E+11,2017,0,0,0,1.20902E+11,2017,0,0,0,1.60201E+11,2017,0,0,0,1.702E+11,2017,0,0,0
1.50501E+11,2018,0,0,0,1.80701E+11,2018,0,0,0,31002030101,2018,0,0,0,71401060304,2018,0,0,0,20600060104,2018,0,0,0,10400010108,2018,0,0,0,1.01301E+11,2018,0,0,0,1.20902E+11,2018,0,0,0,1.60201E+11,2018,0,0,0,1.702E+11,2018,0,0,0
1.50501E+11,2019,0,0,0,1.80701E+11,2019,0,0,0,31002030101,2019,0,0,0,71401060304,2019,0,0,0,20600060104,2019,0,0,0,10400010108,2019,0,0,0,1.01301E+11,2019,0,0,0,1.20902E+11,2019,0,0,0,1.60201E+11,2019,0,0,0,1.702E+11,2019,0,0,0
1.50501E+11,2020,0,0,0,1.80701E+11,2020,0,0,0,31002030101,2020,0,0,0,71401060304,2020,0,0,0,20600060104,2020,0,0,0,10400010108,2020,0,0,0,1.01301E+11,2020,0,0,0,1.20902E+11,2020,0,0,0,1.60201E+11,2020,0,0,0,1.702E+11,2020,0,0,0
1.50501E+11,2008,0,0,0,1.80701E+11,2008,0,0,0,31002030102,2008,0,0,0,71401060305,2008,0,0,0,20600060105,2008,0,0,0,10400010109,2008,0,0,0,1.01301E+11,2008,0,0,0,1.20902E+11,2008,0,0,0,1.60201E+11,2008,0,0,0,1.702E+11,2008,0,0,0
1.50501E+11,2009,0,0,0,1.80701E+11,2009,0,0,0,31002030102,2009,0,0,0,71401060305,2009,0,0,0,20600060105,2009,0,0,0,10400010109,2009,0,0,0,1.01301E+11,2009,0,0,0,1.20902E+11,2009,0,0,0,1.60201E+11,2009,0,0,0,1.702E+11,2009,0,0,0
1.50501E+11,2010,0,0,0,1.80701E+11,2010,0,0,0,31002030102,2010,0,0,0,71401060305,2010,0,0,0,20600060105,2010,0,0,0,10400010109,2010,0,0,0,1.01301E+11,2010,0,0,0,1.20902E+11,2010,0,0,0,1.60201E+11,2010,0,0,0,1.702E+11,2010,0,0,0
1.50501E+11,2011,0,0,0,1.80701E+11,2011,0,0,0,31002030102,2011,0,0,0,71401060305,2011,0,0,0,20600060105,2011,0,0,0,10400010109,2011,0,0,0,1.01301E+11,2011,0,0,0,1.20902E+11,2011,0,0,0,1.60201E+11,2011,0,0,0,1.702E+11,2011,0,0,0
1.50501E+11,2012,0,0,0,1.80701E+11,2012,0,0,0,31002030102,2012,0,0,0,71401060305,2012,0,0,0,20600060105,2012,0,0,0,10400010109,2012,0,0,0,1.01301E+11,2012,0,0,0,1.20902E+11,2012,0,0,0,1.60201E+11,2012,0,0,0,1.702E+11,2012,0,0,0
1.50501E+11,2013,0,0,0,1.80701E+11,2013,0,0,0,31002030102,2013,0,0,0,71401060305,2013,0,0,0,20600060105,2013,0,0,0,10400010109,2013,0,0,0,1.01301E+11,2013,0,0,0,1.20902E+11,2013,0,0,0,1.60201E+11,2013,0,0,0,1.702E+11,2013,0,0,0
1.50501E+11,2014,0,0,0,1.80701E+11,2014,0,0,0,31002030102,2014,0,0,0,71401060305,2014,0,0,0,20600060105,2014,0,0,0,10400010109,2014,0,0,0,1.01301E+11,2014,0,0,0,1.20902E+11,2014,0,0,0,1.60201E+11,2014,0,0,0,1.702E+11,2014,0,0,0
1.50501E+11,2015,0,0,0,1.80701E+11,2015,0,0,0,31002030102,2015,0,0,0,71401060305,2015,0,0,0,20600060105,2015,0,0,0,10400010109,2015,0,0,0,1.01301E+11,2015,0,0,0,1.20902E+11,2015,0,0,0,1.60201E+11,2015,0,0,0,1.702E+11,2015,0,0,0
1.50501E+11,2016,0,0,0,1.80701E+11,2016,0,0,0,31002030102,2016,0,0,0,71401060305,2016,0,0,0,20600060105,2016,0,0,0,10400010109,2016,0,0,0,1.01301E+11,2016,0,0,0,1.20902E+11,2016,0,0,0,1.60201E+11,2016,0,0,0,1.702E+11,2016,0,0,0
1.50501E+11,2017,0,0,0,1.80701E+11,2017,0,0,0,31002030102,2017,0,0,0,71401060305,2017,0,0,0,20600060105,2017,0,0,0,10400010109,2017,0,0,0,1.01301E+11,2017,0,0,0,1.20902E+11,2017,0,0,0,1.60201E+11,2017,0,0,0,1.702E+11,2017,0,0,0
1.50501E+11,2018,0,0,0,1.80701E+11,2018,0,0,0,31002030102,2018,0,0,0,71401060305,2018,0,0,0,20600060105,2018,0,0,0,10400010109,2018,0,0,0,1.01301E+11,2018,0,0,0,1.20902E+11,2018,0,0,0,1.60201E+11,2018,0,0,0,1.702E+11,2018,0,0,0
1.50501E+11,2019,0,0,0,1.80701E+11,2019,0,0,0,31002030102,2019,0,0,0,71401060305,2019,0,0,0,20600060105,2019,0,0,0,10400010109,2019,0,0,0,1.01301E+11,2019,0,0,0,1.20902E+11,2019,0,0,0,1.60201E+11,2019,0,0,0,1.702E+11,2019,0,0,0
1.50501E+11,2020,0,0,0,1.80701E+11,2020,0,0,0,31002030102,2020,0,0,0,71401060305,2020,0,0,0,20600060105,2020,0,0,0,10400010109,2020,0,0,0,1.01301E+11,2020,0,0,0,1.20902E+11,2020,0,0,0,1.60201E+11,2020,0,0,0,1.702E+11,2020,0,0,0
1.50501E+11,2008,0,0,0,1.80701E+11,2008,0,0,0,31002030103,2008,0,0,0,71401060306,2008,0,0,0,20600060401,2008,0,0,0,10400010110,2008,0,0,0,1.01301E+11,2008,0,0,0,1.20902E+11,2008,0,0,0,1.60201E+11,2008,0,0,0,1.702E+11,2008,0,0,0
1.50501E+11,2009,0,0,0,1.80701E+11,2009,0,0,0,31002030103,2009,0,0,0,71401060306,2009,0,0,0,20600060401,2009,0,0,0,10400010110,2009,0,0,0,1.01301E+11,2009,0,0,0,1.20902E+11,2009,0,0,0,1.60201E+11,2009,0,0,0,1.702E+11,2009,0,0,0
1.50501E+11,2010,0,0,0,1.80701E+11,2010,0,0,0,31002030103,2010,0,0,0,71401060306,2010,0,0,0,20600060401,2010,0,0,0,10400010110,2010,0,0,0,1.01301E+11,2010,0,0,0,1.20902E+11,2010,0,0,0,1.60201E+11,2010,0,0,0,1.702E+11,2010,0,0,0
1.50501E+11,2011,0,0,0,1.80701E+11,2011,0,0,0,31002030103,2011,0,0,0,71401060306,2011,0,0,0,20600060401,2011,0,0,0,10400010110,2011,0,0,0,1.01301E+11,2011,0,0,0,1.20902E+11,2011,0,0,0,1.60201E+11,2011,0,0,0,1.702E+11,2011,0,0,0
1.50501E+11,2012,0,0,0,1.80701E+11,2012,0,0,0,31002030103,2012,0,0,0,71401060306,2012,0,0,0,20600060401,2012,0,0,0,10400010110,2012,0,0,0,1.01301E+11,2012,0,0,0,1.20902E+11,2012,0,0,0,1.60201E+11,2012,0,0,0,1.702E+11,2012,0,0,0
1.50501E+11,2013,0,0,0,1.80701E+11,2013,0,0,0,31002030103,2013,0,0,0,71401060306,2013,0,0,0,20600060401,2013,0,0,0,10400010110,2013,0,0,0,1.01301E+11,2013,0,0,0,1.20902E+11,2013,0,0,0,1.60201E+11,2013,0,0,0,1.702E+11,2013,0,0,0
1.50501E+11,2014,0,0,0,1.80701E+11,2014,0,0,0,31002030103,2014,0,0,0,71401060306,2014,0,0,0,20600060401,2014,0,0,0,10400010110,2014,0,0,0,1.01301E+11,2014,0,0,0,1.20902E+11,2014,0,0,0,1.60201E+11,2014,0,0,0,1.702E+11,2014,0,0,0
1.50501E+11,2015,0,0,0,1.80701E+11,2015,0,0,0,31002030103,2015,0,0,0,71401060306,2015,0,0,0,20600060401,2015,0,0,0,10400010110,2015,0,0,0,1.01301E+11,2015,0,0,0,1.20902E+11,2015,0,0,0,1.60201E+11,2015,0,0,0,1.702E+11,2015,0,0,0
1.50501E+11,2016,0,0,0,1.80701E+11,2016,0,0,0,31002030103,2016,0,0,0,71401060306,2016,0,0,0,20600060401,2016,0,0,0,10400010110,2016,0,0,0,1.01301E+11,2016,0,0,0,1.20902E+11,2016,0,0,0,1.60201E+11,2016,0,0,0,1.702E+11,2016,0,0,0
1.50501E+11,2017,0,0,0,1.80701E+11,2017,0,0,0,31002030103,2017,0,0,0,71401060306,2017,0,0,0,20600060401,2017,0,0,0,10400010110,2017,0,0,0,1.01301E+11,2017,0,0,0,1.20902E+11,2017,0,0,0,1.60201E+11,2017,0,0,0,1.702E+11,2017,0,0,0
1.50501E+11,2018,0,0,0,1.80701E+11,2018,0,0,0,31002030103,2018,0,0,0,71401060306,2018,0,0,0,20600060401,2018,0,0,0,10400010110,2018,0,0,0,1.01301E+11,2018,0,0,0,1.20902E+11,2018,0,0,0,1.60201E+11,2018,0,0,0,1.702E+11,2018,0,0,0
1.50501E+11,2019,0,0,0,1.80701E+11,2019,0,0,0,31002030103,2019,0,0,0,71401060306,2019,0,0,0,20600060401,2019,0,0,0,10400010110,2019,0,0,0,1.01301E+11,2019,0,0,0,1.20902E+11,2019,0,0,0,1.60201E+11,2019,0,0,0,1.702E+11,2019,0,0,0
1.50501E+11,2020,0,0,0,1.80701E+11,2020,0,0,0,31002030103,2020,0,0,0,71401060306,2020,0,0,0,20600060401,2020,0,0,0,10400010110,2020,0,0,0,1.01301E+11,2020,0,0,0,1.20902E+11,2020,0,0,0,1.60201E+11,2020,0,0,0,1.702E+11,2020,0,0,0
